0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	2 	3 	1 	1 	0 	4 	1 	4 	2 	4 	1 	3 	13 	3 	8 	6 	5 	2 	5 	7 	5 	15 	2 	6 	9 	14 	13 	10 	4 	8 	9 	5 	4 	15 	0 	2 	13 	4 	10 	12 	13 	13 	6 	7 	6 	7 	9 	12 	4 	12 	13 	14 	17 	17 	18 	6 	2 	15 	
6 	20 	20 	2 	7 	0 	5 	4 	10 	20 	12 	11 	18 	14 	7 	7 	14 	5 	12 	6 	6 	4 	10 	6 	19 	15 	16 	23 	18 	19 	8 	13 	15 	11 	16 	22 	17 	13 	17 	10 	11 	15 	17 	18 	2 	1 	15 	18 	8 	11 	7 	9 	18 	19 	19 	20 	18 	12 	19 	14 	
12 	21 	19 	14 	15 	16 	7 	13 	16 	15 	9 	22 	24 	14 	15 	7 	7 	12 	19 	20 	18 	11 	10 	5 	6 	19 	12 	11 	11 	17 	15 	19 	18 	20 	20 	17 	13 	12 	20 	18 	17 	18 	14 	15 	12 	17 	14 	11 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	1 	1 	0 	2 	11 	10 	12 	12 	9 	13 	10 	8 	13 	22 	19 	2 	2 	5 	9 	13 	24 	13 	4 	5 	6 	19 	10 	11 	11 	18 	15 	10 	18 	10 	8 	7 	8 	4 	0 	0 	12 	12 	14 	15 	18 	15 	13 	9 	8 	8 	10 	13 	10 	9 	7 	8 	10 	10 	
19 	9 	6 	10 	22 	11 	5 	12 	1 	2 	14 	14 	8 	11 	9 	11 	6 	17 	4 	10 	9 	9 	9 	0 	0 	0 	9 	17 	7 	7 	4 	10 	14 	6 	1 	11 	11 	15 	10 	11 	12 	15 	9 	6 	17 	7 	14 	9 	12 	3 	7 	12 	3 	15 	8 	10 	8 	8 	15 	19 	
13 	5 	6 	3 	18 	6 	15 	19 	9 	3 	9 	0 	0 	0 	0 	0 	0 	0 	6 	16 	6 	8 	5 	8 	8 	5 	16 	14 	6 	15 	9 	8 	9 	11 	14 	8 	14 	13 	13 	18 	9 	15 	12 	12 	8 	8 	6 	7 	8 	8 	9 	3 	9 	1 	5 	4 	1 	0 	4 	9 	
13 	11 	4 	0 	7 	12 	19 	12 	8 	5 	1 	8 	0 	0 	2 	1 	6 	3 	15 	15 	7 	11 	12 	17 	16 	4 	5 	2 	14 	11 	13 	5 	3 	4 	6 	4 	1 	0 	0 	4 	2 	4 	2 	10 	9 	11 	3 	2 	0 	3 	0 	0 	0 	0 	1 	4 	4 	3 	2 	4 	
3 	3 	0 	2 	6 	3 	3 	9 	4 	2 	8 	4 	9 	7 	7 	18 	18 	12 	6 	8 	9 	0 	4 	1 	0 	0 	7 	13 	15 	7 	14 	14 	11 	11 	7 	8 	10 	9 	7 	19 	6 	1 	1 	0 	8 	16 	4 	6 	18 	8 	11 	18 	5 	3 	9 	8 	7 	14 	6 	9 	
16 	12 	3 	7 	1 	18 	11 	2 	0 	2 	1 	0 	0 	1 	0 	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	8 	3 	7 	11 	5 	14 	2 	5 	6 	10 	3 	0 	0 	0 	0 	0 	0 	0 	6 	20 	5 	13 	7 	10 	11 	6 	5 	12 	6 	5 	3 	
0 	0 	0 	4 	3 	1 	6 	3 	0 	5 	5 	17 	10 	8 	12 	1 	7 	5 	10 	4 	11 	4 	9 	15 	7 	0 	0 	0 	0 	2 	2 	4 	0 	0 	1 	0 	0 	0 	0 	5 	0 	1 	6 	3 	0 	0 	0 	0 	1 	3 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	3 	3 	0 	0 	0 	0 	13 	0 	3 	4 	5 	12 	3 	0 	0 	0 	0 	0 	0 	2 	4 	0 	7 	10 	2 	8 	2 	6 	6 	18 	19 	22 	18 	11 	12 	9 	3 	8 	4 	4 	1 	2 	11 	2 	0 	0 	9 	0 	2 	0 	2 	0 	2 	2 	0 	4 	2 	0 	0 	
0 	0 	0 	0 	2 	0 	2 	6 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	

0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
